INFO 2025-09-25 17:19:40,086 autoreload 16902 140704439081472 Watching for file changes with StatReloader
INFO 2025-09-25 17:19:42,781 basehttp 16902 123145551835136 "GET / HTTP/1.1" 200 5251
INFO 2025-09-25 17:19:43,591 basehttp 16902 123145568624640 "GET / HTTP/1.1" 200 5251
INFO 2025-09-25 17:19:45,544 basehttp 16902 123145568624640 "GET /search/ HTTP/1.1" 200 19870
INFO 2025-09-25 17:19:47,335 basehttp 16902 123145568624640 "GET /search/?last_name=&first_name=&patronymic=&region_name=&note_date=&note_number=&status=&created_at= HTTP/1.1" 200 45917
INFO 2025-09-25 17:21:40,823 basehttp 16902 123145568624640 "GET / HTTP/1.1" 200 5251
INFO 2025-09-25 17:21:46,349 basehttp 16902 123145568624640 "GET /admin/ HTTP/1.1" 200 13304
INFO 2025-09-25 17:21:49,422 basehttp 16902 123145568624640 "GET /admin/employees/employee/ HTTP/1.1" 200 37266
INFO 2025-09-25 17:21:49,675 basehttp 16902 123145568624640 "GET /admin/jsi18n/ HTTP/1.1" 200 17546
INFO 2025-09-25 17:21:54,526 basehttp 16902 123145551835136 "POST /admin/employees/employee/ HTTP/1.1" 200 13175
INFO 2025-09-25 17:21:55,871 basehttp 16902 123145585414144 "POST /admin/employees/employee/ HTTP/1.1" 302 0
INFO 2025-09-25 17:21:55,920 basehttp 16902 123145585414144 "GET /admin/employees/employee/ HTTP/1.1" 200 21294
INFO 2025-09-25 17:21:56,101 basehttp 16902 123145585414144 "GET /admin/jsi18n/ HTTP/1.1" 200 17546
INFO 2025-09-25 17:23:29,965 autoreload 16942 140704439081472 Watching for file changes with StatReloader
INFO 2025-09-25 17:23:31,915 basehttp 16942 123145449025536 "GET / HTTP/1.1" 200 5251
INFO 2025-09-25 17:23:32,345 basehttp 16942 123145449025536 "GET /static/css/dist/styles.css HTTP/1.1" 304 0
INFO 2025-09-25 17:23:34,789 basehttp 16942 123145465815040 "GET /search/ HTTP/1.1" 200 19870
INFO 2025-09-25 17:23:37,603 basehttp 16942 123145465815040 "GET /search/?last_name=&first_name=&patronymic=&region_name=&note_date=&note_number=&status=&created_at= HTTP/1.1" 200 70690
INFO 2025-09-25 17:26:46,056 autoreload 16968 140704439081472 Watching for file changes with StatReloader
INFO 2025-09-25 17:26:47,699 basehttp 16968 123145581129728 "GET /search/?last_name=&first_name=&patronymic=&region_name=&note_date=&note_number=&status=&created_at= HTTP/1.1" 200 70690
INFO 2025-09-25 17:26:49,662 basehttp 16968 123145564340224 "GET / HTTP/1.1" 200 5251
INFO 2025-09-25 17:26:56,337 basehttp 16968 123145564340224 "GET /admin/ HTTP/1.1" 200 13306
INFO 2025-09-25 17:26:59,081 basehttp 16968 123145581129728 "GET /admin/employees/employee/ HTTP/1.1" 200 50802
INFO 2025-09-25 17:26:59,392 basehttp 16968 123145581129728 "GET /admin/jsi18n/ HTTP/1.1" 200 17546
INFO 2025-09-25 17:27:05,905 basehttp 16968 123145564340224 "POST /admin/employees/employee/ HTTP/1.1" 200 16138
INFO 2025-09-25 17:27:08,332 basehttp 16968 123145581129728 "POST /admin/employees/employee/ HTTP/1.1" 302 0
INFO 2025-09-25 17:27:08,379 basehttp 16968 123145581129728 "GET /admin/employees/employee/ HTTP/1.1" 200 21294
INFO 2025-09-25 17:27:08,515 basehttp 16968 123145581129728 "GET /admin/jsi18n/ HTTP/1.1" 200 17546
INFO 2025-09-25 17:27:21,546 autoreload 16992 140704439081472 Watching for file changes with StatReloader
INFO 2025-09-25 17:27:22,796 basehttp 16992 123145525006336 "GET /admin/employees/employee/ HTTP/1.1" 200 50802
INFO 2025-09-25 17:27:22,980 basehttp 16992 123145525006336 "GET /admin/jsi18n/ HTTP/1.1" 200 17546
INFO 2025-09-25 17:27:27,085 basehttp 16992 123145508216832 "GET / HTTP/1.1" 200 5251
INFO 2025-09-25 17:27:28,560 basehttp 16992 123145525006336 "GET /search/ HTTP/1.1" 200 19870
INFO 2025-09-25 17:27:30,500 basehttp 16992 123145508216832 "GET /search/?last_name=&first_name=&patronymic=&region_name=&note_date=&note_number=&status=&created_at= HTTP/1.1" 200 70690
INFO 2025-09-25 17:27:39,171 basehttp 16992 123145508216832 "GET /search/?last_name=&first_name=&patronymic=&region_name=1&note_date=&note_number=&status=&created_at= HTTP/1.1" 200 37678
INFO 2025-09-25 17:27:49,063 basehttp 16992 123145508216832 "GET /search/?last_name=&first_name=&patronymic=&region_name=2&note_date=&note_number=&status=&created_at= HTTP/1.1" 200 37848
INFO 2025-09-25 17:27:56,503 basehttp 16992 123145525006336 "GET /search/?last_name=&first_name=&patronymic=&region_name=2&note_date=&note_number=&status=blocked&created_at= HTTP/1.1" 200 29649
INFO 2025-09-25 17:28:02,239 basehttp 16992 123145525006336 "GET /edit/12/?prev_url=/search/%3Flast_name%3D%26first_name%3D%26patronymic%3D%26region_name%3D2%26note_date%3D%26note_number%3D%26status%3Dblocked%26created_at%3D HTTP/1.1" 200 19857
INFO 2025-09-25 17:28:07,823 basehttp 16992 123145508216832 "POST /edit/12/?prev_url=/search/%3Flast_name%3D%26first_name%3D%26patronymic%3D%26region_name%3D2%26note_date%3D%26note_number%3D%26status%3Dblocked%26created_at%3D HTTP/1.1" 200 4210
INFO 2025-09-25 17:28:09,596 basehttp 16992 123145525006336 "POST /edit/12/?prev_url=/search/%3Flast_name%3D%26first_name%3D%26patronymic%3D%26region_name%3D2%26note_date%3D%26note_number%3D%26status%3Dblocked%26created_at%3D HTTP/1.1" 302 0
INFO 2025-09-25 17:28:09,644 basehttp 16992 123145525006336 "GET /search/?last_name=&first_name=&patronymic=&region_name=2&note_date=&note_number=&status=blocked&created_at= HTTP/1.1" 200 27975
INFO 2025-09-25 17:28:14,674 basehttp 16992 123145508216832 "GET /employees_by_region/ HTTP/1.1" 200 10921
INFO 2025-09-25 17:28:17,342 basehttp 16992 123145508216832 "GET /employees_by_region/?region=1 HTTP/1.1" 200 26214
INFO 2025-09-25 17:28:20,528 basehttp 16992 123145508216832 "GET / HTTP/1.1" 200 5251
INFO 2025-09-25 17:59:59,834 basehttp 16992 123145508216832 "GET /create/ HTTP/1.1" 200 12689
INFO 2025-09-25 17:59:59,961 basehttp 16992 123145508216832 "GET /static/css/dist/styles.css HTTP/1.1" 304 0
INFO 2025-09-25 17:59:59,997 basehttp 16992 123145508216832 "GET /static/django-browser-reload/reload-listener.js HTTP/1.1" 304 0
INFO 2025-09-25 18:00:00,077 basehttp 16992 123145508216832 "GET /static/django-browser-reload/reload-worker.js HTTP/1.1" 304 0
INFO 2025-09-25 18:00:08,421 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12324
INFO 2025-09-25 18:00:20,236 basehttp 16992 123145508216832 "GET /search/ HTTP/1.1" 200 19870
INFO 2025-09-25 18:00:26,402 basehttp 16992 123145508216832 "GET /employees_by_region/ HTTP/1.1" 200 10921
INFO 2025-09-25 18:00:29,480 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12324
INFO 2025-09-25 18:00:31,250 basehttp 16992 123145525006336 "GET /search/ HTTP/1.1" 200 19870
INFO 2025-09-25 18:00:32,975 basehttp 16992 123145525006336 "GET /search/?last_name=&first_name=&patronymic=&region_name=&note_date=&note_number=&status=&created_at= HTTP/1.1" 200 70682
INFO 2025-09-25 18:00:52,239 basehttp 16992 123145525006336 "GET /edit/1/?prev_url=/search/%3Flast_name%3D%26first_name%3D%26patronymic%3D%26region_name%3D%26note_date%3D%26note_number%3D%26status%3D%26created_at%3D HTTP/1.1" 200 19843
INFO 2025-09-25 18:01:05,008 basehttp 16992 123145525006336 "GET /search/?last_name=&first_name=&patronymic=&region_name=&note_date=&note_number=&status=&created_at= HTTP/1.1" 200 70682
INFO 2025-09-25 18:01:12,617 basehttp 16992 123145525006336 "GET /employees_by_region/ HTTP/1.1" 200 10921
INFO 2025-09-25 18:01:22,364 basehttp 16992 123145525006336 "GET /employees_by_region/?region=59 HTTP/1.1" 200 11057
INFO 2025-09-25 18:01:28,958 basehttp 16992 123145525006336 "GET /employees_by_region/?region=1 HTTP/1.1" 200 26214
INFO 2025-09-25 18:01:36,589 basehttp 16992 123145525006336 "GET /help/ HTTP/1.1" 200 5677
INFO 2025-09-25 20:31:24,484 basehttp 16992 123145508216832 "GET / HTTP/1.1" 200 5251
INFO 2025-09-25 20:31:24,717 basehttp 16992 123145525006336 "GET /static/django-browser-reload/reload-listener.js HTTP/1.1" 304 0
INFO 2025-09-25 20:31:24,718 basehttp 16992 123145508216832 "GET /static/css/dist/styles.css HTTP/1.1" 304 0
INFO 2025-09-25 20:31:24,948 basehttp 16992 123145508216832 "GET /static/django-browser-reload/reload-worker.js HTTP/1.1" 304 0
INFO 2025-09-25 20:31:41,192 basehttp 16992 123145525006336 "GET /search/ HTTP/1.1" 200 19870
INFO 2025-09-25 20:33:45,385 basehttp 16992 123145541795840 "GET /search/ HTTP/1.1" 200 19874
INFO 2025-09-25 20:34:13,809 basehttp 16992 123145525006336 "GET /search/ HTTP/1.1" 200 19870
INFO 2025-09-25 20:34:22,237 basehttp 16992 123145541795840 "GET /search/ HTTP/1.1" 200 19867
INFO 2025-09-25 20:34:59,172 basehttp 16992 123145525006336 "GET /search/ HTTP/1.1" 200 19870
INFO 2025-09-25 20:35:00,868 basehttp 16992 123145558585344 "GET /create/ HTTP/1.1" 200 12674
INFO 2025-09-25 20:35:12,958 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12339
INFO 2025-09-25 20:35:39,287 basehttp 16992 123145541795840 "GET /create/ HTTP/1.1" 200 12318
INFO 2025-09-25 20:35:51,987 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12332
INFO 2025-09-25 20:36:11,101 basehttp 16992 123145541795840 "GET /create/ HTTP/1.1" 200 12348
INFO 2025-09-25 20:36:49,126 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12348
INFO 2025-09-25 20:37:13,642 basehttp 16992 123145541795840 "GET /create/ HTTP/1.1" 200 12350
INFO 2025-09-25 20:37:25,319 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12357
INFO 2025-09-25 20:37:32,665 basehttp 16992 123145541795840 "GET /create/ HTTP/1.1" 200 12348
INFO 2025-09-25 20:37:52,747 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12348
INFO 2025-09-25 20:38:46,423 basehttp 16992 123145541795840 "GET /create/ HTTP/1.1" 200 12348
INFO 2025-09-25 20:38:52,728 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12348
INFO 2025-09-25 20:38:58,050 basehttp 16992 123145541795840 "GET /create/ HTTP/1.1" 200 12348
INFO 2025-09-25 20:39:06,482 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12348
INFO 2025-09-25 20:39:18,131 basehttp 16992 123145541795840 "GET /create/ HTTP/1.1" 200 12348
INFO 2025-09-25 20:39:52,946 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12368
INFO 2025-09-25 20:40:14,295 basehttp 16992 123145541795840 "GET /create/ HTTP/1.1" 200 12399
INFO 2025-09-25 20:40:33,341 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12400
INFO 2025-09-25 20:41:00,772 basehttp 16992 123145541795840 "GET /create/ HTTP/1.1" 200 12368
INFO 2025-09-25 20:43:23,080 basehttp 16992 123145525006336 "GET /search/ HTTP/1.1" 200 19914
INFO 2025-09-25 20:43:25,647 basehttp 16992 123145541795840 "GET /create/ HTTP/1.1" 200 12368
INFO 2025-09-25 20:43:27,930 basehttp 16992 123145525006336 "GET /search/ HTTP/1.1" 200 19914
INFO 2025-09-25 20:43:31,498 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12368
INFO 2025-09-25 20:43:33,795 basehttp 16992 123145525006336 "GET /search/ HTTP/1.1" 200 19914
INFO 2025-09-25 20:43:38,112 basehttp 16992 123145525006336 "GET /create/ HTTP/1.1" 200 12368
INFO 2025-09-25 20:43:41,109 basehttp 16992 123145525006336 "GET /search/ HTTP/1.1" 200 19914
INFO 2025-09-25 20:43:42,760 basehttp 16992 123145558585344 "GET /create/ HTTP/1.1" 200 12368
INFO 2025-09-25 20:43:44,358 basehttp 16992 123145558585344 "GET /search/ HTTP/1.1" 200 19914
INFO 2025-09-25 20:43:47,036 basehttp 16992 123145558585344 "GET /create/ HTTP/1.1" 200 12368
INFO 2025-09-25 20:44:08,092 basehttp 16992 123145558585344 "GET /create/ HTTP/1.1" 200 12360
INFO 2025-09-25 20:47:23,698 autoreload 16992 140704439081472 /Users/andrey/My_pet/KSK/ksk_project/users/models.py changed, reloading.
INFO 2025-09-25 20:47:25,120 autoreload 18606 140704439081472 Watching for file changes with StatReloader
INFO 2025-09-25 20:47:25,911 basehttp 18606 123145500196864 "GET /create/ HTTP/1.1" 200 12360
INFO 2025-09-25 20:47:56,082 autoreload 18606 140704439081472 /Users/andrey/My_pet/KSK/ksk_project/users/models.py changed, reloading.
INFO 2025-09-25 20:47:57,331 autoreload 18641 140704439081472 Watching for file changes with StatReloader
INFO 2025-09-25 20:47:58,174 basehttp 18641 123145537875968 "GET /create/ HTTP/1.1" 200 12360
INFO 2025-09-25 20:48:24,048 basehttp 18641 123145521086464 "GET /logout/ HTTP/1.1" 302 0
INFO 2025-09-25 20:48:24,073 basehttp 18641 123145521086464 "GET /login/ HTTP/1.1" 200 3864
WARNING 2025-09-25 20:48:37,460 views 18641 123145521086464 Неудачная попытка входа: alex
INFO 2025-09-25 20:48:37,463 basehttp 18641 123145521086464 "POST /login/ HTTP/1.1" 200 3864
WARNING 2025-09-25 20:48:51,696 views 18641 123145537875968 Неудачная попытка входа: root
INFO 2025-09-25 20:48:51,698 basehttp 18641 123145537875968 "POST /login/ HTTP/1.1" 200 3864
WARNING 2025-09-25 20:48:58,288 views 18641 123145521086464 Неудачная попытка входа: root
INFO 2025-09-25 20:48:58,291 basehttp 18641 123145521086464 "POST /login/ HTTP/1.1" 200 3864
WARNING 2025-09-25 20:51:41,904 views 18641 123145554665472 Неудачная попытка входа: root
INFO 2025-09-25 20:51:41,911 basehttp 18641 123145554665472 "POST /login/ HTTP/1.1" 200 4988
INFO 2025-09-25 20:53:54,751 autoreload 18641 140704439081472 /Users/andrey/My_pet/KSK/ksk_project/employees/views.py changed, reloading.
INFO 2025-09-25 20:53:57,078 autoreload 18708 140704439081472 Watching for file changes with StatReloader
WARNING 2025-09-25 20:54:01,377 views 18708 123145361473536 Неудачная попытка входа: root
INFO 2025-09-25 20:54:01,389 basehttp 18708 123145361473536 "POST /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,409 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,439 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,476 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,504 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,524 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,555 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,595 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,640 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,681 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,714 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,733 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
INFO 2025-09-25 20:54:01,747 basehttp 18708 123145361473536 "GET /login/ HTTP/1.1" 302 0
